,A薬品庫右,A薬品庫左,B薬品庫,冷蔵①,冷蔵②,冷蔵③,冷蔵④,冷蔵⑤,冷蔵⑥,冷凍,D薬品庫,無水箱,個人所有,その他,3階試薬庫,none,メーカー名,規格名,CAS No.,内容量,内容量単位,未開封,開封,SMILES,構造式,官能基,,薬品名（日本語Ⅰ）,薬品名（日本語Ⅱ）,薬品名（日本語Ⅲ）,薬品名（英語Ⅰ）,薬品名（英語Ⅱ）,薬品名（英語Ⅲ）,メーカー（日本語）,メーカー（英語）,規格（日本語）,規格（英語）,内容量,内容量単位（日本語）,内容量単位（英語）,比重,保存方法（日本語）,保存方法（英語）,廃棄区分（日本語）,廃棄区分（英語）,PRTR 種別（薬品）,PRTR 管理番号（薬品）,PRTR 含有率（%）（薬品）,CAS No.,薬品ラベルバーコードNo.,製品番号,標準価格（円）,示性式,容器区分（日本語）,容器区分（英語）,形状,純度規格,式量,物性,管理方法（日本語）,管理方法（英語）,管理方法単位（日本語）,管理方法単位（英語）,計量方法（日本語）,計量方法（英語）,計量方法単位（日本語）,計量方法単位（英語）,入力方法（日本語）,入力方法（英語）,使用期限・未開封（年）,使用期限・未開封（日）,使用期限・開封（年）,使用期限・開封（日）,オリジナルワード,SDS（英語）,構造式（日本語）,構造式（英語）,分子式,増減許容値（+）,増減許容値（+）単位（日本語）,増減許容値（+）単位（英語）,増減許容値（-）,増減許容値（-）単位（日本語）,増減許容値（-）単位（英語）,増減許容値（%+）,増減許容値（%-）
酒石酸水素カリウム,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,ナカライテスク（株）,ＥＰ, 868-14-4,500,g,1,0,,,,,酒石酸水素カリウム,,,Ｐｏｔａｓｓｉｕｍ  Ｈｙｄｒｏｇｅｎ  Ｔａｒｔｒａｔｅ,,,ナカライテスク（株）,,ＥＰ,,500,g,g,1,-,-,-,-,,,, 868-14-4,1OXAH,2842545,2600,KHC4H4O6,-,-,,,188.18,,単位管理,Unit Management,本,本,-,-,,,-,-,,,,,,,,,,,,,,,,,
臭化3-ﾌﾙｵﾛﾍﾞﾝｼﾞﾙ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Thermo Fisher Scientific Inc.,-, 456-41-7,25,g,1,0,,,,,臭化3-ﾌﾙｵﾛﾍﾞﾝｼﾞﾙ,,,3-Fluorobenzyl bromide,,,Thermo Fisher Scientific Inc.,,-,-,25,g,g,1.541,冷蔵保存 0℃～6℃,,-,-,,,, 456-41-7,,11940-1A,13970,FC6H4CH2Br,ガラスビン,,,,189.0245,bp.88℃(20mm) d1.541,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,BR1／C7／F1／H6,,,,,,,,
臭化p-t-ブチルベンジル (5g),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,(株)ワコーケミカル (和光純薬取扱),-, 18880-00-7,5,g,1,0,,,,,臭化p-t-ブチルベンジル (5g),,,p-t-Butylbenzyl Bromide,,,(株)ワコーケミカル (和光純薬取扱),,-,-,5,g,g,1.236,室温,,-,-,,,, 18880-00-7,4.99E+12,322-88411,5900,C11H15Br,-,-,,97+%(GC),,,単位管理,Unit Management,本,本,-,-,,,-,-,,,,,,,,,,,,,,,,,
臭化エチル,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ナカライテスク（株）,ＥＰ, 74-96-4,25,g,1,0,,,,,臭化エチル,,,Ethyl Bromide＊ 〔Bromoethane〕,,,ナカライテスク（株）,,ＥＰ,,25,g,g,1.457,-,-,-,-,,,, 74-96-4,0VRTU,1482432,900,C2H5Br,-,-,,≧98.0%(GC),108.97,mp. -118.9℃ bp. 38.4℃,単位管理,Unit Management,本,本,-,-,,,-,-,,,,,,,,,,,,,,,,,
臭化カリウム (100g),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,富士フイルム和光純薬(株),試薬特級 [JISマーク認定品目], 7758-02-3,100,g,1,0,,,,,臭化カリウム (100g),,,Potassium Bromide,,,富士フイルム和光純薬(株),,試薬特級 [JISマーク認定品目],,100,g,g,2.75,室温,,-,-,,,, 7758-02-3,4.99E+12,166-03471,1860,KBr,,,,99+%(Titration)(afte,,mp. 734℃ bp. 1380℃,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
臭化カリウム (25g),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,富士フイルム和光純薬(株),試薬特級 [JISマーク認定品目], 7758-02-3,25,g,1,0,,,,,臭化カリウム (25g),,,Potassium Bromide,,,富士フイルム和光純薬(株),,試薬特級 [JISマーク認定品目],,25,g,g,2.75,室温,,-,-,,,, 7758-02-3,4.99E+12,164-03472,1320,KBr,,,,99+%(Titration)(afte,,mp. 734℃ bp. 1380℃,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
"臭化カリウム, クリスタルブロック (100g)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,富士フイルム和光純薬(株),IR用, 7758-02-3,100,g,1,0,,,,,"臭化カリウム, クリスタルブロック (100g)",,,"Potassium Bromide, Crystal block",,,富士フイルム和光純薬(株),,IR用,,100,g,g,2.75,室温,,-,-,,,, 7758-02-3,4.99E+12,169-16271,23600,KBr,,,,,,mp. 734℃ bp. 1380℃,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
臭化コバルト(Ⅱ)(無水),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ナカライテスク（株）,ＥＰ, 7789-43-7,25,g,1,0,,,,,臭化コバルト(Ⅱ)(無水),,,"Cobalt(Ⅱ) Bromide, Anhydrous",,,ナカライテスク（株）,,ＥＰ,,25,g,g,1,冷暗貯蔵,,-,-,1,132,100, 7789-43-7,0JKMQ,09132-52,3200,CoBr2,,,,≧95.0%(T),218.74,mp. 678℃ ,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
臭化ﾅﾄﾘｳﾑ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,関東化学株式会社,特級, 7647-15-6,500,g,2,0,,,,,臭化ﾅﾄﾘｳﾑ,,,Sodium bromide,,,関東化学株式会社,"Kanto Chemical Co., Inc.",特級,,500,g,g,1,-,-,-,-,,,, 7647-15-6,3713300H,37133-00,3200,NaBr,-,-,"白,結晶性粉末",>99.5%(T),102.8938,mp.755℃,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
臭化ﾘﾁｳﾑ一水和物,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,関東化学株式会社,鹿1級, 85017-82-9,500,g,1,0,,,,,臭化ﾘﾁｳﾑ一水和物,,,Lithium bromide monohydrate,,,関東化学株式会社,"Kanto Chemical Co., Inc.",鹿1級,,500,g,g,1,-,-,-,-,,,, 85017-82-9,2412001A,24120-01,11500,LiBr･H2O,-,-,"白,粗粉末",>95.0%(T),104.8874,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,BR1／LI1,,,,,,,,
臭化亜鉛,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 7699-45-8,300,g,1,0,,,,,臭化亜鉛,,,Zinc Bromide,,,東京化成工業株式会社,,-,-,300,g,g,1,-,-,-,-,1,1,100, 7699-45-8,TBBWG,Z0013,3400,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
臭化水素酸：重量管理,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ナカライテスク（株）,ＥＰ, 10035-10-6,500,g,1,0,,,,,臭化水素酸：重量管理,,,Ｈｙｄｒｏｂｒｏｍｉｃ　Ａｃｉｄ　（Ｓ．Ｇ．＝１．４８，　４７％）,,,ナカライテスク（株）,,ＥＰ,,500,g,g,1.48,-,-,-,-,,,, 10035-10-6,139CP,18317-75,1350,HBr,-,-,,,80.91,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
臭化銅(II) (25g),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),和光一級, 7789-45-9,25,g,1,0,,,,,臭化銅(II) (25g),,,Copper(II) Bromide,,,富士フイルム和光純薬(株),,和光一級,,25,g,g,4.77,室温,,-,-,1,272,28.4, 7789-45-9,4.99E+12,036-10892,3100,CuBr2,,,,97+%(Titration),,mp. 498℃ bp. 約900℃,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
重水,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Aldrich,-, 7789-20-0,100,g,2,0,,,,,重水,,,Deuterium oxide,,,Aldrich,,-,-,100,g,g,1.107,冷暗貯蔵,,-,-,,,, 7789-20-0,,15188-2,0,D2O,-,-,,,20.03,,単位管理,Unit Management,本,本,-,-,,,-,-,,,,,,,,,D2／O1,,,,,,,,
"重水, 99.8% (10mL)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),NMR用, 7789-20-0,10,ml,1,0,,,,,"重水, 99.8% (10mL)",,,"Deuterium Oxide, 99.8%",,,富士フイルム和光純薬(株),,NMR用,,10,ml,ml,1.107,室温,,-,-,,,, 7789-20-0,4.55E+12,041-34241,10100,D2O,,,,,,mp. 3.8℃ bp. 101.4℃,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
硝酸 1.42,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,関東化学株式会社,特級, 7697-37-2,500,ml,1,0,,,,,硝酸 1.42,,,Nitric acid 1.42,,,関東化学株式会社,"Kanto Chemical Co., Inc.",特級,,500,ml,ml,1.42,-,-,-,-,,,, 7697-37-2,2816100I,28161-00,1800,HNO3,ガラスビン,,"無色,液体",69.0%～70.0%(T),63.013,dSp.Gr. abt 1.42,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
硝酸コバルト(II)六水和物 (25g),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),試薬特級 [JISマーク認定品目], 10026-22-9,25,g,1,0,,,,,硝酸コバルト(II)六水和物 (25g),,,Cobalt(II) Nitrate Hexahydrate,,,富士フイルム和光純薬(株),,試薬特級 [JISマーク認定品目],,25,g,g,1.872,室温,,-,-,1,132,20.2, 10026-22-9,4.99E+12,031-03752,1650,Co(NO3)2・6H2O,,,,98+%(Titration),,mp. 55℃ ,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
硝酸ニッケル(Ⅱ)六水和物,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ナカライテスク（株）,GR, 13478-00-7,25,g,1,0,,,,,硝酸ニッケル(Ⅱ)六水和物,,,Nickel(Ⅱ) Nitrate Hexahydrate,,,ナカライテスク（株）,,GR,,25,g,g,1,冷暗貯蔵,,-,-, 特1,309,100, 13478-00-7,1G35M,24302-52,2250,Ni(NO3)2・6H2O,,,,≧98.0%(T),290.79,mp. 57℃ bp. 137℃,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
硝酸マグネシウム六水和物,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ナカライテスク（株）,ＥＰ, 13446-18-9,500,g,1,0,,,,,硝酸マグネシウム六水和物,,,Magnesium Nitrate Hexahydrate,,,ナカライテスク（株）,,ＥＰ,,500,g,g,1,冷暗貯蔵,,-,-,,,, 13446-18-9,18U1P,20918-35,2950,Mg(NO3)2・6H2O,,,,≧98.0%(T),256.41,mp. 90℃ ,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
硝酸亜鉛六水和物 (25g),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),和光特級, 10196-18-6,25,g,2,0,,,,,硝酸亜鉛六水和物 (25g),,,Zinc Nitrate Hexahydrate,,,富士フイルム和光純薬(株),,和光特級,,25,g,g,2.065,室温,,-,-,1,1,22, 10196-18-6,4.99E+12,269-00332,1550,ZnNO26H2O,,,,99+%(Titration),,mp. 36℃ ,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
硝酸銀 (25g),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,和光純薬工業(株),和光一級, 7761-88-8,25,g,1,0,,,,,硝酸銀 (25g),,,Silver Nitrate,,,和光純薬工業(株),,和光一級,,25,g,g,4.35,室温,,-,-,1,82,63.5, 7761-88-8,4.99E+12,191-00842,,AgNO3,-,-,白色、結晶～結晶性粉末,99.5+%(Titration),169.87,mp. 212℃ ,単位管理,Unit Management,本,本,-,-,,,-,-,,,,,,,,,,,,,,,,,
"硝酸銅(II)三水和物, 99.9%(10g)",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),-, 10031-43-3,10,g,0,1,,,,,"硝酸銅(II)三水和物, 99.9%(10g)",,,"Copper(II) Nitrate Trihydrate, 99.9%",,,富士フイルム和光純薬(株),,-,-,10,g,g,2.05,冷蔵貯蔵,,-,-,1,272,26.3, 10031-43-3,4.99E+12,035-12501,2400,Cu(NO3)2・3H2O,,,,99.9+%(Subtracting M,,mp. 114℃ ,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
真空ポンプオイル,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,各社,-,,500,ml,3,0,,,,,真空ポンプオイル,,,,,,各社,,-,-,500,ml,ml,1,-,-,-,-,,,,,,,,,-,-,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
酢酸,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ナカライテスク（株）,特級(ＧＲ), 64-19-7,500,ml,1,0,,,,,酢酸,,,Acetic Acid,,,ナカライテスク（株）,,特級(ＧＲ),,500,ml,ml,1.05,-,-,-,-,,,, 64-19-7,00GD1,00212-85,1350,CH3COOH,,,,≧99.7%(T),60.05,mp. 17℃ bp. 118℃,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
酢酸 (500mL),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),試薬特級 [JISマーク認定品目], 64-19-7,500,ml,1,0,,,,,酢酸 (500mL),,,Acetic Acid,,,富士フイルム和光純薬(株),,試薬特級 [JISマーク認定品目],,500,ml,ml,1.05,室温,,-,-,,,, 64-19-7,4.99E+12,017-00256,1190,CH3COOH,,,,99.7+%(Titration),,mp. 16℃ bp. 118℃,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
酢酸アミル,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 628-63-7,25,ml,1,0,,,,,酢酸アミル,,,Amyl Acetate,,,東京化成工業株式会社,,-,-,25,ml,ml,0.88,-,-,-,-,,,, 628-63-7,AAUKM,A0021,2400,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
酢酸アンモニウム (500g),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),試薬特級 [JISマーク認定品目], 631-61-8,500,g,1,0,,,,,酢酸アンモニウム (500g),,,Ammonium Acetate,,,富士フイルム和光純薬(株),,試薬特級 [JISマーク認定品目],,500,g,g,1.17,室温,,-,-,,,, 631-61-8,4.99E+12,019-02835,2210,CH3COONH4,,,,97+%(Titration),,mp. 114℃ ,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
酢酸ｲｿﾌﾟﾛﾋﾟﾙ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,関東化学株式会社,鹿特級, 108-21-4,25,ml,1,0,,,,,酢酸ｲｿﾌﾟﾛﾋﾟﾙ,酢酸iso-ﾌﾟﾛﾋﾟﾙ,,Isopropyl acetate,iso-Propyl acetate,,関東化学株式会社,"Kanto Chemical Co., Inc.",鹿特級,,25,ml,ml,0.87,-,-,-,-,,,, 108-21-4,3243330I,32433-30,1700,CH3COOCH(CH3)2,ガラスビン,,,>99.0%(GC),102.1316,bp.89℃ mp.-73℃ d(20/4℃) 0.870 Fp.4.44℃,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,C5／H10／O2,,,,,,,,
酢酸エチル (3L),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),試薬特級 [JISマーク認定品目], 141-78-6,3,L,2,0,,,,,酢酸エチル (3L),,,Ethyl Acetate,,,富士フイルム和光純薬(株),,試薬特級 [JISマーク認定品目],,3,L,L,0.9,室温,,-,-,,,, 141-78-6,4.99E+12,051-00351,6600,CH3COOC2H5,,,,99.5+%(mass/mass)(CH,,mp. -83.6℃ bp. 約77℃,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
酢酸ｶﾄﾞﾐｳﾑ二水和物,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,関東化学株式会社,鹿特級, 5743-04-4,25,g,1,0,,,,,酢酸ｶﾄﾞﾐｳﾑ二水和物,,,Cadmium acetate dihydrate,,,関東化学株式会社,"Kanto Chemical Co., Inc.",鹿特級,,25,g,g,1,-,-,-,-, 特1,75,42.2, 5743-04-4,0700730H,07007-30,2600,Cd(CH3COO)2･2H2O,ガラスビン,,"白,結晶",>98.0%(T),266.5326,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,C4／CD1／H6／O4,,,,,,,,
酢酸カリウム (500g),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),試薬特級 [JISマーク認定品目], 127-08-2,500,g,1,0,,,,,酢酸カリウム (500g),,,Potassium Acetate,,,富士フイルム和光純薬(株),,試薬特級 [JISマーク認定品目],,500,g,g,1.57,室温,,-,-,,,, 127-08-2,4.99E+12,160-03175,3900,CH3COOK,,,,97+%(Titration),,mp. 292℃ ,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
酢酸カルシウム一水和物 (25g),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),試薬特級 [JISマーク認定品目], 5743-26-0,25,g,1,0,,,,,酢酸カルシウム一水和物 (25g),,,Calcium Acetate Monohydrate,,,富士フイルム和光純薬(株),,試薬特級 [JISマーク認定品目],,25,g,g,1,室温,,-,-,,,, 5743-26-0,4.99E+12,037-00312,1700,(CH3COO)2Ca・H2O,,,,99+%(Titration),,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
酢酸クロム(III) (25g),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),化学用, 1066-30-4,25,g,1,0,,,,,酢酸クロム(III) (25g),,,Chromium(III) Acetate,,,富士フイルム和光純薬(株),,化学用,,25,g,g,1,室温,,-,-,1,87,22.7, 1066-30-4,4.99E+12,034-03122,3250,C6H9CrO6,,,,20～25%(as Cr),,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
酢酸コバルト(II)四水和物 (100g),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),和光特級, 6147-53-1,100,g,1,0,,,,,酢酸コバルト(II)四水和物 (100g),,,Cobalt(II) Acetate Tetrahydrate,,,富士フイルム和光純薬(株),,和光特級,,100,g,g,1.705,室温,,-,-,1,132,23.7, 6147-53-1,4.99E+12,032-03601,5560,(CH3COO)2Co・4H2O,,,,99+%(Titration),,mp. 140℃ ,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
酢酸コバルト(II)四水和物 (500g),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),和光特級, 6147-53-1,500,g,1,0,,,,,酢酸コバルト(II)四水和物 (500g),,,Cobalt(II) Acetate Tetrahydrate,,,富士フイルム和光純薬(株),,和光特級,,500,g,g,1.705,室温,,-,-,1,132,23.7, 6147-53-1,4.99E+12,034-03605,10600,(CH3COO)2Co・4H2O,,,,99+%(Titration),,mp. 140℃ ,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
酢酸ナトリウム三水和物 (500g),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),和光一級, 6131-90-4,500,g,1,0,,,,,酢酸ナトリウム三水和物 (500g),,,Sodium Acetate Trihydrate,,,富士フイルム和光純薬(株),,和光一級,,500,g,g,1,室温,,-,-,,,, 6131-90-4,4.99E+12,195-01065,1700,CH3COONa 3H2O,,,,98.5+%(Titration),,mp. 58℃ ,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
酢酸ニッケル(Ⅱ)四水和物,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ナカライテスク（株）,ＥＰ, 6018-89-9,25,g,1,0,,,,,酢酸ニッケル(Ⅱ)四水和物,,,Nickel(Ⅱ) Acetate Tetrahydrate,,,ナカライテスク（株）,,ＥＰ,,25,g,g,1,冷暗貯蔵,,-,-, 特1,309,100, 6018-89-9,09D46,04369-22,2400,Ni(CH3COO)2・4H2O,,,,≧97.0%(T),248.84,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
酢酸ブチル,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 123-86-4,25,ml,1,0,,,,,酢酸ブチル,,,Butyl Acetate,,,東京化成工業株式会社,,-,-,25,ml,ml,0.88,-,-,-,-,,,, 123-86-4,AAXKM,A0024,1900,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
酢酸プロピル,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 109-60-4,25,ml,1,0,,,,,酢酸プロピル,,,Propyl Acetate,,,東京化成工業株式会社,,-,-,25,ml,ml,0.89,-,-,-,-,,,, 109-60-4,ABHKM,A0044,1900,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
酢酸ﾏｸﾞﾈｼｳﾑ四水和物,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,関東化学株式会社,鹿特級, 16674-78-5,25,g,1,0,,,,,酢酸ﾏｸﾞﾈｼｳﾑ四水和物,,,Magnesium acetate tetrahydrate,,,関東化学株式会社,"Kanto Chemical Co., Inc.",鹿特級,,25,g,g,1,-,-,-,-,,,, 16674-78-5,2500230C,25002-30,2000,Mg(CH3COO)2･4H2O,ガラスビン,,"白,結晶",>99.3%(T),214.4553,mp.72℃～75℃,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,C4／H6／MG1／O4,,,,,,,,
酢酸ﾏﾝｶﾞﾝ(II)四水和物,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,関東化学株式会社,鹿特級, 6156-78-1,25,g,1,0,,,,,酢酸ﾏﾝｶﾞﾝ(II)四水和物,,,Manganese(II) acetate tetrahydrate,,,関東化学株式会社,"Kanto Chemical Co., Inc.",鹿特級,,25,g,g,1,-,-,-,-,1,412,22.4, 6156-78-1,2505230H,25052-30,1700,Mn(CH3COO)2･4H2O,ガラスビン,,"薄赤,結晶",>99.0%(T),245.0874,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,C4／H6／MN1／O4,,,,,,,,
